x,Firm,City,State,Seed,Early Vent.,Late Vent.,# of Funds,Total Fund Raised ($M),# of Investments,# of Exits,1,#,2,#_2,3,#_3,4,#_4,5,#_5,Website,Crunchbase URL,LinkedIn URL,col_25,State_2,Count,linkedin-private-codex,linkedin-private-claude,linkedin-private-cursor
,SSC Venture Partners,Boston,MA,1,,,,,2,,EdTech,1,Commercial Real Estate,1,Transportation,1,Real Estate,1,Retail,1,soaringstartupcircle.com,https://www.crunchbase.com/organization/soaring-startup-circle-venture-partners,linkedin.com/company/6449325,x,,,,,"https://www.linkedin.com/in/christinamquinn, https://www.linkedin.com/in/choimike, https://www.linkedin.com/in/ivan-lubyanitskiy, https://www.linkedin.com/in/ivan-v-l, https://www.linkedin.com/in/amma-baffour-578056338, https://www.linkedin.com/in/harry-carranza"
,Stacked Capital,New York,NY,1,,,,,2,,Mobile,2,Data Integration,1,Developer APIs,1,Fantasy Sports,1,Autonomous Vehicles,1,stacked.capital,https://www.crunchbase.com/organization/stacked-capital,linkedin.com/company/27125008,x,,,"https://www.linkedin.com/in/ahillelt, https://www.linkedin.com/in/josefburstein, https://www.linkedin.com/in/mirzaliev",,"https://www.linkedin.com/in/ahillelt, https://www.linkedin.com/in/josefburstein, https://www.linkedin.com/in/mirzaliev"
,Stage One Capital,Austin,TX,1,,,,,28,5,Enterprise Software,8,Social Media,5,Advertising,5,E-Commerce,4,Marketing,4,stage1capital.com,https://www.crunchbase.com/organization/stage-one-capital,linkedin.com/company/450114,x,,,,,
,Stage Venture Partners,Los Angeles,CA,1,1,1,1,$15.0,13,,Analytics,5,Artificial Intelligence,4,Information Technology,4,Machine Learning,3,GovTech,2,stagevp.com,https://www.crunchbase.com/organization/stage-venture-partners,https://www.linkedin.com/company/stage-investment/,x,,,,,"https://www.linkedin.com/in/ava-yang-28594b216, https://www.linkedin.com/in/raymond-r-rackley-md-bme, https://www.linkedin.com/in/gay-homo-67a2761a9, https://www.linkedin.com/in/achmad-nur-alfian-14504a222, https://www.linkedin.com/in/matt-toone-b92a405, https://www.linkedin.com/in/jonathan-lehmann-0014ba25"
,Start Smart Labs,Palo Alto,CA,1,,,,,5,1,Machine Learning,3,Enterprise Software,2,Publishing,1,SaaS,1,Social Media Marketing,1,startsmartlabs.com,https://www.crunchbase.com/organization/start-smart-labs,linkedin.com/company/6586473,x,,,,,"https://www.linkedin.com/in/esalisbury, https://www.linkedin.com/in/cquilliam, https://www.linkedin.com/in/vasanthi-mandadi-23993217a, https://www.linkedin.com/in/sudheer-babu-6b0861b1, https://www.linkedin.com/in/inelia-dumercy-769186172, https://www.linkedin.com/in/98rd7hfh3987hg"
,Starta Capital,New York,NY,1,1,,1,$20.0,13,,SaaS,4,Mobile,3,3D Technology,2,Cloud Computing,2,Retail Technology,2,startacapital.com,https://www.crunchbase.com/organization/starta-capital,https://www.linkedin.com/company/starta-capital/,x,,,,,
,Starta Ventures,New York,NY,1,,,1,$20.0,14,,SaaS,4,Mobile,3,3D Technology,2,Cloud Computing,2,Retail Technology,2,startaventures.com,https://www.crunchbase.com/organization/starta-capital,linkedin.com/company/5870508,x,,,,,"https://www.linkedin.com/in/testing-test-b552221a5, https://www.linkedin.com/in/katyakohen, https://www.linkedin.com/in/galinaozgur, https://www.linkedin.com/in/matthew-lerner-nyc, https://www.linkedin.com/in/timroho, https://www.linkedin.com/in/alek-safar"
,Startup Evo,Dallas,TX,1,,,,,,,,,,,,,,,,,startupevo.com,https://www.crunchbase.com/organization/startup-evo,linkedin.com/company/16170802,x,,,,,"https://www.linkedin.com/in/josephbazbaz, https://www.linkedin.com/in/quinnborkey, https://www.linkedin.com/in/joe-jaramillo-08011b60, https://www.linkedin.com/in/pietro-barachini, https://www.linkedin.com/in/raylimasean, https://www.linkedin.com/in/james-jeter-754a3834"
,Startup Labs,San Francisco,CA,1,,,,,3,1,Reservation,1,Security,1,SaaS,1,Developer Tools,1,Event Management,1,startuplabs.org,https://www.crunchbase.com/organization/startup-labs,linkedin.com/company/2428563,x,,,,,"https://www.linkedin.com/in/manu-v-b766a9200, https://www.linkedin.com/in/shubhali-taksali-a1b335217, https://www.linkedin.com/in/manish-singh-nirwan-1900aa259, https://www.linkedin.com/in/hanish-arora, https://www.linkedin.com/in/aryansharma2, https://www.linkedin.com/in/kapil-kumar-sharma, https://www.linkedin.com/in/startuplabs, https://www.linkedin.com/in/vitaliyrizhkov"
,Startup Runway Foundation,Atlanta,GA,1,,,,,,,,,,,,,,,,,startuprunway.co,https://www.crunchbase.com/event/startup-runway-2016113,linkedin.com/company/15262944,x,,,,,"https://www.linkedin.com/in/lisacalhoun, https://www.linkedin.com/in/ashishnthakur, https://www.linkedin.com/in/flynnkellya, https://www.linkedin.com/in/emilyannsimpson, https://www.linkedin.com/in/ashley-elsner-5874884, https://www.linkedin.com/in/kim-mackenzie"
,Startup.Network,Wilmington,DE,1,,,,,,,,,,,,,,,,,startup.network,,linkedin.com/company/1742037,x,,,,,"https://www.linkedin.com/in/delhistartupnetwork, https://www.linkedin.com/in/veronika-plonsak-33a5811b6, https://www.linkedin.com/in/maria-ovcharenko-144a05220, https://www.linkedin.com/in/aleksandra-frolova, https://www.linkedin.com/in/adamfulham, https://www.linkedin.com/in/mumbaistartupnetwork"
,Steep Hill Ventures,Berkeley,CA,1,1,,,,,,,,,,,,,,,,steephill.com,https://www.crunchbase.com/organization/steep-hill-cannabis-analysis-laboratory,https://www.linkedin.com/company/steep-hill-lab/?trk=ppro_cprof,x,,,,,
,Stony Lonesome Group,Weston,CT,1,1,,4,$16.0,13,,Financial Service,2,Wearables,1,Enterprise,1,Identity Management,1,Health Care,1,stonylonesomegroupllc.com,https://www.crunchbase.com/organization/stony-lonesome-group,,x,,,,,"https://www.linkedin.com/in/seandrake, https://www.linkedin.com/in/don-noble-1a7a748, https://www.linkedin.com/in/kadifindling, https://www.linkedin.com/in/dan-o-shea-4635732, https://www.linkedin.com/in/don-noble-70382ba2, https://www.linkedin.com/in/william-monacci-md-facs-2aa6a869"
,Storm Ventures,Menlo Park,CA,1,,,5,$818.0,186,40,Software,25,Enterprise Software,23,SaaS,16,Mobile,12,Analytics,11,stormventures.com,https://www.crunchbase.com/organization/storm-ventures,linkedin.com/company/43287,x,,,,,"https://www.linkedin.com/in/ryanfloyd1, https://www.linkedin.com/in/tnahm, https://www.linkedin.com/in/alexmendez, https://www.linkedin.com/in/dsomers, https://www.linkedin.com/in/kevinmelia, https://www.linkedin.com/in/sanjay-subhedar-5154ba7, https://www.linkedin.com/in/shakhina, https://www.linkedin.com/in/svguniversity"
,Streamlined Ventures,Palo Alto,CA,1,,,2,,145,28,Software,23,Enterprise Software,17,Analytics,16,Mobile,16,Big Data,13,streamlinedventures.com,https://www.crunchbase.com/organization/streamlined-ventures,https://www.linkedin.com/company/streamlined-ventures/,x,,,https://www.linkedin.com/in/ullas-naik-007ba7358,,https://www.linkedin.com/in/ullas-naik-007ba7358
,Structure Capital,San Francisco,CA,1,1,,2,$60.0,78,11,Mobile,14,MarketPlace,12,E-Commerce,8,Internet,8,Travel,8,structure.vc,https://www.crunchbase.com/organization/structure-capital,https://www.linkedin.com/company/structure-capital/,x,,,https://www.linkedin.com/in/jacobshea,,"https://www.linkedin.com/in/themikewalsh, https://www.linkedin.com/in/jacobshea, https://www.linkedin.com/in/jillian-manus-19112a13, https://www.linkedin.com/in/amirjavidan, https://www.linkedin.com/in/ddeojeda"
,Summation Health Ventures,Long Beach,CA,1,1,1,1,$20.0,8,,Health Care,5,Medical,3,SaaS,2,CRM,1,Social Media Marketing,1,shv.io,https://www.crunchbase.com/organization/summation-health-ventures,https://www.linkedin.com/company/summation-health-ventures/,x,,,,,https://www.linkedin.com/in/pravenenath
,Sunbridge Partners,Beachwood,OH,1,1,1,4,$38.5,38,12,Internet,4,Software,4,E-Commerce,3,SaaS,3,Mobile,3,sunbridgepartners.com,https://www.crunchbase.com/organization/sunbridge-partners,https://www.linkedin.com/company/sunbridge-partners/,x,,,https://jp.linkedin.com/in/allenminer,,"https://www.linkedin.com/in/paulgrim, https://www.linkedin.com/in/kenehrhart, https://www.linkedin.com/in/adrienne-rowe-9b11631a3, https://www.linkedin.com/in/walter-wilson-iii-b715802a4"
,Super Ventures,San Francisco,CA,1,1,,1,$10.0,4,,3D Technology,2,Augmented Reality,2,Software,2,Virtual Reality,2,Art,1,superventures.com,https://www.crunchbase.com/organization/super-ventures,https://www.linkedin.com/company/super-ventures/,x,,,,,"https://www.linkedin.com/in/shubham-mantri-12897a9a, https://www.linkedin.com/in/sanjay-puranik-7727bb135, https://www.linkedin.com/in/thomasemrich, https://www.linkedin.com/in/bhushan-kumar-bansal-4684a821, https://www.linkedin.com/in/hendrick-shaimange-pr-eng-60909338, https://www.linkedin.com/in/nishchal-verma-312191202"
,SURGE Ventures,Houston,TX,1,,,,,41,2,Energy,13,Oil and Gas,9,Software,8,Enterprise Software,7,Energy Efficiency,6,SURGEventures.com,https://www.crunchbase.com/organization/surge-accelerator,linkedin.com/company/2358533,x,,,,,"https://www.linkedin.com/in/rishi-malik-41366b63, https://www.linkedin.com/in/sidyenamandra, https://www.linkedin.com/in/chris-shaw-53b26360, https://www.linkedin.com/in/robertmkyler, https://www.linkedin.com/in/justin-caskey-23051714, https://www.linkedin.com/in/denis-palchak"
,Surgical Frontiers,Logan,UT,1,1,,1,$7.0,,,,,,,,,,,,,surgicalfrontiers.com,https://www.crunchbase.com/organization/surgical-frontiers,https://www.linkedin.com/company/surgical-frontiers/,x,,,,,"https://www.linkedin.com/in/martin-ching-438b61105, https://www.linkedin.com/in/bob-hoy-15302a19, https://www.linkedin.com/in/dantriplett, https://www.linkedin.com/in/dragos-eugen-georgescu-4909442a1, https://www.linkedin.com/in/jhelgerson, https://www.linkedin.com/in/colton-schenk-b220999b"
,Susa Ventures,San Francisco,CA,1,1,,2,$75.0,69,5,Software,11,Analytics,8,SaaS,6,Big Data,6,Artificial Intelligence,6,susaventures.com,https://www.crunchbase.com/organization/susa-ventures,https://www.linkedin.com/company/susa-ventures/,x,,,"https://www.linkedin.com/in/chadabyers, https://www.linkedin.com/in/courtney-buie-lipkin-5690406b, https://www.linkedin.com/in/derickenwezoh, https://www.linkedin.com/in/lpolovets, https://www.linkedin.com/in/misha-gordonrowe, https://www.linkedin.com/in/pratyush-buddiga-9238b4156, https://www.linkedin.com/in/sethgberman, https://www.linkedin.com/in/shaheer-sandhu","https://www.linkedin.com/in/chadabyers, https://www.linkedin.com/in/courtney-buie-lipkin-5690406b, https://www.linkedin.com/in/derickenwezoh, https://www.linkedin.com/in/lpolovets, https://www.linkedin.com/in/misha-gordonrowe, https://www.linkedin.com/in/pratyush-buddiga-9238b4156, https://www.linkedin.com/in/sethgberman, https://www.linkedin.com/in/shaheer-sandhu","https://www.linkedin.com/in/sethgberman, https://www.linkedin.com/in/chadabyers, https://www.linkedin.com/in/derickenwezoh, https://www.linkedin.com/in/misha-gordonrowe, https://www.linkedin.com/in/pratyush-buddiga-9238b4156, https://www.linkedin.com/in/lpolovets, https://www.linkedin.com/in/courtney-buie-lipkin-5690406b"
,SV Angel,San Francisco,CA,1,1,1,4,$153.1,838,247,Mobile,123,Software,110,Internet,88,E-Commerce,79,Enterprise Software,77,svangel.com,https://www.crunchbase.com/organization/sv-angel,https://www.linkedin.com/company/sv-angel/,x,,,"https://www.linkedin.com/in/ronny-conway-a4a38815, https://www.linkedin.com/in/topherc, https://www.linkedin.com/in/ashvinb",,"https://www.linkedin.com/in/ronny-conway-a4a38815, https://www.linkedin.com/in/topherc, https://www.linkedin.com/in/ashvinb"
,SV LATAM Fund,san francisco,CA,1,,,,,1,,Massasing,1,Telecommunications,1,,,,,,,svlatamfund.co,https://www.crunchbase.com/organization/svlatam-fund,linkedin.com/company/3666731,x,,,,,https://www.linkedin.com/in/amitbaron
,SWaN & Legend Venture Partners,Leesburg,VA,1,1,1,3,$220.4,24,,Education,3,E-Commerce,3,Internet,2,Gift Card,2,Sports,2,swanandlegend.com,https://www.crunchbase.com/organization/swan-legend-venture-partners,https://www.linkedin.com/company/swan-&-legend-venture-partners/,x,,,"https://www.linkedin.com/in/percy-g-li-9b685836, https://www.linkedin.com/in/aaron-pollock-59758922",,"https://www.linkedin.com/in/fred-schaufeld-4b487310, https://www.linkedin.com/in/aaron-pollock-59758922, https://www.linkedin.com/in/nicholas-gillette-07ab7762, https://www.linkedin.com/in/max-schaufeld-1b224588"
,Sway Ventures,La Jolla,CA,1,1,1,3,,53,6,Enterprise Software,6,Mobile,6,SaaS,5,Software,5,Health Care,4,swayvc.com,https://www.crunchbase.com/organization/swayvc,https://www.linkedin.com/company/sway-ventures/,x,,,,,"https://www.linkedin.com/in/chelseachrismanswayvc, https://www.linkedin.com/in/kendenman, https://www.linkedin.com/in/sean-otunyo-35a0a9215, https://www.linkedin.com/in/btnugent, https://www.linkedin.com/in/albert-vazquez-agusti, https://www.linkedin.com/in/dougholte"
,Switch VC,San Francisco,CA,1,1,,2,$40.0,27,5,Big Data,4,Analytics,3,Software,3,Education,2,Internet,2,switch.vc,https://www.crunchbase.com/organization/switch-ventures,https://www.linkedin.com/company/switch-vc/,x,,,,,"https://www.linkedin.com/in/ramiro-serrato-b05058a8, https://www.linkedin.com/in/oni-montez-45b4a063, https://www.linkedin.com/in/parth-valecha, https://www.linkedin.com/in/charles-ray-19085958, https://www.linkedin.com/in/michael-lui-147156a7, https://www.linkedin.com/in/manikanta-ambadipudi-775067140"
,Synapse Partners,San Francisco,CA,1,1,,,,11,,Software,4,Internet,3,Machine Learning,3,Autonomous Vehicles,3,Automotive,3,synapsepartners.co,https://www.crunchbase.com/organization/synapsepartners,https://www.linkedin.com/company/synapse-partners/,x,,,,,"https://www.linkedin.com/in/evangelossimoudis, https://www.linkedin.com/in/vita-demarchi-3471179, https://www.linkedin.com/in/brendan-cotter-9662104, https://www.linkedin.com/in/deepti-vohra-2455a36, https://www.linkedin.com/in/daniel-beck-746b363, https://www.linkedin.com/in/vita-demarchi-3007959, https://www.linkedin.com/in/chalea-jones-33772a109, https://www.linkedin.com/in/kate-tuttle-shrm-cp-b7597784"
,Synetro Group,Chicago,IL,1,,,,,11,2,Market Research,2,Analytics,2,Insurance,2,Consulting,2,Enterprise Software,2,Synetro.com,https://www.crunchbase.com/organization/synetro-group,linkedin.com/company/861844,x,,,,,"https://www.linkedin.com/in/pgeorgiadis, https://www.linkedin.com/in/brianmunter, https://www.linkedin.com/in/galeneckland, https://www.linkedin.com/in/troy-merkley-a04478111, https://www.linkedin.com/in/nicolas-khoury-04001a11, https://www.linkedin.com/in/matthew-portugal-261090b1, https://www.linkedin.com/in/jennifer-creighton-72179746, https://www.linkedin.com/in/matthew-mccans"
,Syren Capital Advisors,New York,NY,1,,,,,,,,,,,,,,,,,syrencapitaladvisors.com,https://www.crunchbase.com/organization/syren-capital-advisors,linkedin.com/company/10504367,x,,,,,"https://www.linkedin.com/in/danpalmieri, https://www.linkedin.com/in/cassandra-sorrentino-b580a2104, https://www.linkedin.com/in/christine-caridi-6271702bb, https://www.linkedin.com/in/andreas-leveque-8135621a4, https://www.linkedin.com/in/george-morris-80428825, https://www.linkedin.com/in/louis-andreas-leveque-8135621a4"
,Tahoma Ventures,Boulder,CO,1,1,,,,17,2,Analytics,4,Enterprise Software,3,Computer,2,Software,2,Big Data,2,johnives.com,https://www.crunchbase.com/organization/tahoma-ventures,,x,,,,,
,Tallwave Capital,Scottsdale,AZ,1,1,,1,$13.2,25,1,SaaS,8,Software,7,Enterprise Software,5,Computer,3,Mobile,3,tallwavecapital.com,https://www.crunchbase.com/organization/tallwave-capital-llc,https://www.linkedin.com/company/tallwave-capital/,x,,,,,"https://www.linkedin.com/in/ryaneaker, https://www.linkedin.com/in/susanna-testi, https://www.linkedin.com/in/barywilkinson, https://www.linkedin.com/in/clarklagemann, https://www.linkedin.com/in/angela-kimbrough-aab410176, https://www.linkedin.com/in/david-holthe-3aba9910, https://www.linkedin.com/in/bobhobbsjr, https://www.linkedin.com/in/davidpaulvc"
,Tamarisc,Irvine,CA,1,,,,,21,,Software,3,Hospitality,3,Rental,2,Travel,2,Real Estate,2,tamarisc.vc,https://www.crunchbase.com/organization/tamarisc,https://www.linkedin.com/company/tamarisc/,x,,,,,"https://www.linkedin.com/in/spencer-hardyab787284, https://www.linkedin.com/in/spencer-hardy-mba-ab787284, https://www.linkedin.com/in/justin-yap-6546a4b6, https://www.linkedin.com/in/erinnbyrd92, https://www.linkedin.com/in/justinyapcw, https://www.linkedin.com/in/david-bates-boston"
,Tandem Capital,Burlingame,CA,1,,,3,$143.0,57,9,Mobile,9,Internet,5,Apps,5,Internet of Things,5,E-Commerce,4,tandemcap.com,https://www.crunchbase.com/organization/tandem-capital-2,linkedin.com/company/5137697,x,,,,,"https://www.linkedin.com/in/sunilbhargava, https://www.linkedin.com/in/william-chen-2a69b3b7, https://www.linkedin.com/in/ilan-wolfson, https://www.linkedin.com/in/aditurjeman, https://www.linkedin.com/in/erez-britt, https://www.linkedin.com/in/earleymike, https://www.linkedin.com/in/yogish-prabhu-1b424510a, https://www.linkedin.com/in/tirso-eduardo-brizuela-304a1843"
,Tank Hill Ventures,San Francisco,CA,1,1,1,1,$12.0,9,,Education,1,Subscription Service,1,Food & Beverage,1,Business Development,1,EdTech,1,th-vp.com,https://www.crunchbase.com/organization/tank-hill-ventures,https://www.linkedin.com/company/tank-hill-ventures/,x,,,,,https://www.linkedin.com/in/dnvnlee
,Task Force X Capital Management,Fort Mill,SC,1,,,,,3,,Education,2,Higher Education,2,E-Learning,1,,,,,tfxcap.com,https://www.crunchbase.com/organization/task-force-x-capital,linkedin.com/company/10439513,x,,,,,"https://www.linkedin.com/in/brandonsheltonprofile, https://www.linkedin.com/in/simon-isaacs-820a665, https://www.linkedin.com/in/eliza-wallace-hall-cpa-aa81b350, https://www.linkedin.com/in/toddmskinner, https://www.linkedin.com/in/jenschristophers, https://www.linkedin.com/in/dean-smith-47a04958, https://www.linkedin.com/in/abbey-johnson, https://www.linkedin.com/in/lauren-eckelman"
,Taurus Ventures,San Jose,CA,1,1,,,,2,,Service Industry,1,Agriculture,1,Marketplace,1,Financial Service,1,Professional Service,1,taurus.vc,https://www.crunchbase.com/organization/taurusventures,https://www.linkedin.com/company/taurus-ventures/,x,,,,,"https://www.linkedin.com/in/bhardwajhemant, https://www.linkedin.com/in/gaurav-batra-5474ba17, https://www.linkedin.com/in/olusoji-aj-876a51258, https://www.linkedin.com/in/saud-alshehri-312b41165, https://www.linkedin.com/in/calen-zantolas-0490551a, https://www.linkedin.com/in/ziadjarrar"
,Team Builder Ventures,San Francisco,CA,1,1,,,,,,Education,1,Internet,1,B2C,1,Consumer Reviews,1,Health Care,1,,https://www.crunchbase.com/organization/team-builder-ventures,https://www.linkedin.com/company/team-builder-ventures/,x,,,,,"https://www.linkedin.com/in/stevenlurie, https://www.linkedin.com/in/daiane-aizen"
