Firm Name,Investment Sector,Location (City),Investment Stage,URL,linkedin-private-codex,linkedin-private-claude,linkedin-private-cursor
Stage Venture Partners,"Technology, Transportation, Media, Software","Los Angeles, CA","Early Stage: Seed, Early Stage: Start-up, Venture (General)",http://www.stagevp.com,,,"https://www.linkedin.com/in/raymond-r-rackley-md-bme,, https://www.linkedin.com/in/daneblockjr,, https://www.linkedin.com/in/ava-yang-28594b216,, https://www.linkedin.com/in/jonathan-lehmann-0014ba25,, https://www.linkedin.com/in/gay-homo-67a2761a9,, https://www.linkedin.com/in/carmelo-kniska-08a818314,, https://www.linkedin.com/in/matt-toone-b92a405"
StageVP,"Industrials, Information Technology, Telecoms, Media and Communications","Los Angeles, CA","Early Stage: Seed, Early Stage: Start-up, Venture (General)",www.stagevp.com,,,
Starta Capital,Technology,"New York, NY","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.startacapital.com,,,"https://www.linkedin.com/in/alexey-girin-21971231, https://www.linkedin.com/in/anastasialykova, https://www.linkedin.com/in/elanabarlev, https://www.linkedin.com/in/alvaromoraza"
Steep Hill Ventures,"Food and Agriculture, Healthcare","Berkeley, CA",Early Stage,www.steephill.com,,,
Stony Lonesome Group,Defense,"Weston, CT","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.stonylonesomegroupllc.com,,,"https://www.linkedin.com/in/don-noble-70382ba2,, https://www.linkedin.com/in/kadifindling,, https://www.linkedin.com/in/seandrake,, https://www.linkedin.com/in/jamiemelzer,, https://www.linkedin.com/in/dan-o-shea-4635732,, https://www.linkedin.com/in/emir-ildiz-26b21418"
Streamlined Ventures,"Technology, Telecoms, Communications, Media, IT, High-Tech, Intellectual Property, Software, Internet, Hardware, Semiconductors, Computer Services, Information Services, Education / Training, Infrastructure, Digital Media, Wireless, Network, IT Security, IT Infrastructure, Gaming, Advertising","Palo Alto, CA",Early Stage: Seed,http://www.streamlinedventures.com,https://www.linkedin.com/in/ullas-naik-007ba7358,,https://www.linkedin.com/in/ullas-naik-007ba7358
Structure Capital,"Business Services, Consumer Discretionary, Diversified, Industrials, Information Technology, Telecoms, Media and Communications","San Francisco, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",structure.vc/,https://www.linkedin.com/in/jacobshea,,https://www.linkedin.com/in/jacobshea
Subtitle VC,N/A,N/A,N/A,N/A,,,
Summation Health Ventures,"Technology, Healthcare, IT, Healthcare IT","Long Beach, CA","Early Stage, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",www.shv.io,,,"https://www.linkedin.com/in/bernardo-s-670719198,, https://www.linkedin.com/in/pravenenath"
Sunbridge Partners,"Business Services, Clean Technology, Energy and Utilities, Healthcare, Industrials, Information Technology, Materials, Telecoms, Media, and Communications","Beachwood, OH","Early Stage: Seed, Early Stage: Start-up, Growth",www.sunbridgepartners.com,https://jp.linkedin.com/in/allenminer,,https://jp.linkedin.com/in/allenminer
Sunrise Capital,"Business Services, Diversified, Healthcare, Industrials, Information Technology","New York, NY",Growth,www.sunriselp.com,,,
Super Ventures,"Technology, Software, Hardware","San Francisco, CA","Early Stage, Seed, Start-up",http://www.superventures.com,,,"https://www.linkedin.com/in/hendrick-shaimange-pr-eng-60909338,, https://www.linkedin.com/in/sanjay-puranik-7727bb135,, https://www.linkedin.com/in/thomasemrich,, https://www.linkedin.com/in/shubham-mantri-12897a9a,, https://www.linkedin.com/in/bhushan-kumar-bansal-4684a821,, https://www.linkedin.com/in/neildapacquing"
Surgical Frontiers,"Healthcare, Medical Technologies","Logan, UT","Early Stage, Seed, Start-up",www.surgicalfrontiers.com/,,,"https://www.linkedin.com/in/martin-ching-438b61105,, https://www.linkedin.com/in/caryreeves,, https://www.linkedin.com/in/guk-mykola-8824b022,, https://www.linkedin.com/in/maxcdenning"
Susa Ventures,"Technology, IT, Information Services","San Francisco, CA","Early Stage, Seed, Start-up",www.susaventures.com,"https://www.linkedin.com/in/chadabyers, https://www.linkedin.com/in/courtney-buie-lipkin-5690406b, https://www.linkedin.com/in/derickenwezoh, https://www.linkedin.com/in/lpolovets, https://www.linkedin.com/in/misha-gordonrowe, https://www.linkedin.com/in/pratyush-buddiga-9238b4156, https://www.linkedin.com/in/sethgberman, https://www.linkedin.com/in/shaheer-sandhu","https://www.linkedin.com/in/chadabyers, https://www.linkedin.com/in/courtney-buie-lipkin-5690406b, https://www.linkedin.com/in/derickenwezoh, https://www.linkedin.com/in/lpolovets, https://www.linkedin.com/in/misha-gordonrowe, https://www.linkedin.com/in/pratyush-buddiga-9238b4156, https://www.linkedin.com/in/sethgberman, https://www.linkedin.com/in/shaheer-sandhu","https://www.linkedin.com/in/chadabyers, https://www.linkedin.com/in/courtney-buie-lipkin-5690406b, https://www.linkedin.com/in/derickenwezoh, https://www.linkedin.com/in/lpolovets, https://www.linkedin.com/in/misha-gordonrowe, https://www.linkedin.com/in/pratyush-buddiga-9238b4156, https://www.linkedin.com/in/sethgberman, https://www.linkedin.com/in/shaheer-sandhu"
SV Angel,"Business Services, Consumer Discretionary, Diversified, Food and Agriculture, Healthcare, Industrials, Information Technology, Real Estate Telecoms, Media, and Communications","San Francisco, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",www.svangel.com,"https://www.linkedin.com/in/ronny-conway-a4a38815, https://www.linkedin.com/in/topherc, https://www.linkedin.com/in/ashvinb",,"https://www.linkedin.com/in/ronny-conway-a4a38815, https://www.linkedin.com/in/topherc, https://www.linkedin.com/in/ashvinb"
SWaN & Legend Venture Partners,"Consumer Products, Retail, Consumer Services, Leisure, Restaurants","Leesburg, VA","Early Stage, Expansion / Late Stage, Growth",http://www.swanandlegend.com,"https://www.linkedin.com/in/percy-g-li-9b685836, https://www.linkedin.com/in/aaron-pollock-59758922",,"https://www.linkedin.com/in/percy-g-li-9b685836, https://www.linkedin.com/in/aaron-pollock-59758922"
Sway Ventures,"Business Services, Consumer Discretionary, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","La Jolla, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",www.swayvc.com,,,"https://www.linkedin.com/in/albert-vazquez-agusti,, https://www.linkedin.com/in/chelseachrismanswayvc,, https://www.linkedin.com/in/kendenman,, https://www.linkedin.com/in/btnugent,, https://www.linkedin.com/in/shelly-kapoor-collins-671ba7236,, https://www.linkedin.com/in/sean-otunyo-35a0a9215"
Switch VC,"IT, Software","San Francisco, CA","Seed, Start-up",http://www.switch.vc,,,"https://www.linkedin.com/in/paularnold, https://www.linkedin.com/in/keerti-agrawal-aagmann, https://www.linkedin.com/in/adamhansmann, https://www.linkedin.com/in/jpaulross, https://www.linkedin.com/in/charles-shannon-84537118"
Synapse Partners,Information Technology,"San Francisco, CA",Early Stage: Start-up,www.synapsepartners.co,,,"https://www.linkedin.com/in/evangelossimoudis, https://www.linkedin.com/in/john-ball-b11655, https://www.linkedin.com/in/steveblank, https://www.linkedin.com/in/ashoknsrivastava, https://www.linkedin.com/in/ufayyad, https://www.linkedin.com/in/stefan-happ-26b11b5, https://www.linkedin.com/in/georgeroumeliotis, https://www.linkedin.com/in/william-bill-mark-3b59b521, https://www.linkedin.com/in/sacerdoti, https://www.linkedin.com/in/raffy, https://www.linkedin.com/in/jeberlin"
Tahoma Ventures,"Technology, IT, Software, Hardware, Semiconductors, Network, IT Infrastructure","Boulder, CO","Early Stage, Seed, Start-up",http://www.johnives.com,,,
Tallwave Capital,"Technology, Retail, Software, Internet, Business Services, Digital Media, Telecom Media, Advertising","Scottsdale, AZ","Early Stage, Seed",www.tallwavecapital.com,,,"https://www.linkedin.com/in/ryaneaker,, https://www.linkedin.com/in/susanna-testi,, https://www.linkedin.com/in/barywilkinson,, https://www.linkedin.com/in/clarklagemann,, https://www.linkedin.com/in/angela-kimbrough-aab410176"
Tamarisc,Real Estate Technology,"Irvine, CA",Early Stage,www.tamarisc.vc,,,"https://www.linkedin.com/in/spencer-hardyab787284,, https://www.linkedin.com/in/spencer-hardy-mba-ab787284,, https://www.linkedin.com/in/justin-yap-6546a4b6,, https://www.linkedin.com/in/justinyapcw,, https://www.linkedin.com/in/david-bates-boston,, https://www.linkedin.com/in/erinnbyrd92"
Tank Hill Ventures,"Technology, Intellectual Property, Software","San Francisco, CA","Early Stage, Seed, Growth",www.th-vp.com,,,https://www.linkedin.com/in/dnvnlee
Taurus Ventures,Information Technology,"San Jose, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.taurus.vc,,,"https://www.linkedin.com/in/bhardwajhemant, https://www.linkedin.com/in/win-thanapisitikul-b1339462"
Team Builder Ventures,N/A,"San Francisco, CA","Early Stage, Seed",N/A,,,
Tech Square Ventures,"Technology, Retail, Financial Services, IT, High-Tech, Intellectual Property, Software, Electronics, Internet, Information Services, Medical Devices, Marketing, Medical Technologies, Digital Media, Wireless, Network, Healthcare IT, IT Security, IT Infrastructure, Gaming, Advertising","Atlanta, GA","Early Stage, Seed, Start-up",http://www.techsquareventures.com,,,"https://www.linkedin.com/in/blakepatton, https://www.linkedin.com/in/billnussey, https://www.linkedin.com/in/scott-lopano-929aba19, https://www.linkedin.com/in/joellefox, https://www.linkedin.com/in/jason-kuo-bb0772b, https://www.linkedin.com/in/davidamalloy, https://www.linkedin.com/in/kayla-chernof, https://www.linkedin.com/in/ian-balser, https://www.linkedin.com/in/andrew-bernhardt-cpa-910a4430, https://www.linkedin.com/in/hagopal, https://www.linkedin.com/in/akshitaiyer, https://www.linkedin.com/in/maddie-rohrer-harper, https://www.linkedin.com/in/matthewjstevens, https://www.linkedin.com/in/stevetoddgeorge"
Tectonic,"Business Services, Diversified, Healthcare, Industrials, Information Technology","Newton, MA",Early Stage,www.tectonicventures.com,,,"https://www.linkedin.com/in/millermorris,, https://www.linkedin.com/in/juanlleungli,, https://www.linkedin.com/in/kirby-janousek,, https://www.linkedin.com/in/pedrosorren,, https://www.linkedin.com/in/tatijana-janko-936ab213,, https://www.linkedin.com/in/aleksander-horvat"
TEEC Angel Fund,"Technology, Telecoms, Healthcare, Consumer Products, Consumer Services, Media, Biotechnology, High-Tech, Software, Internet, Hardware, Semiconductors, Biomedical, Education / Training, Medical Devices, Clean Technology, Healthcare IT, IT Security","Los Altos, CA","Early Stage, Seed, Start-up",http://www.teec-angel.com,,,"https://www.linkedin.com/in/eugenezhang,, https://www.linkedin.com/in/larryli,, https://www.linkedin.com/in/dari-muss-b0084b158,, https://www.linkedin.com/in/alexander-ouyang-009366116,, https://www.linkedin.com/in/xuhuishao,, https://www.linkedin.com/in/linxiang2015,, https://www.linkedin.com/in/xiangyi-li-6b989b265"
Tekton Ventures,"Business Services, Consumer Discretionary, Food and Agriculture, Information Technology, Telecoms, Media, and Communications","San Francisco, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",www.tektonventures.com,"https://www.linkedin.com/in/jaichoi, https://www.linkedin.com/in/natalie-fontana-brown-39865324, https://www.linkedin.com/in/nicolaselbaze, https://www.linkedin.com/in/scott-matson-75454838, https://www.linkedin.com/in/thomas-terdjman-30128017, https://www.linkedin.com/in/vincent-worms-20b3624",,"https://www.linkedin.com/in/jaichoi, https://www.linkedin.com/in/natalie-fontana-brown-39865324, https://www.linkedin.com/in/nicolaselbaze, https://www.linkedin.com/in/scott-matson-75454838, https://www.linkedin.com/in/thomas-terdjman-30128017, https://www.linkedin.com/in/vincent-worms-20b3624"
Telegraph Hill Capital,"Business Services, Consumer Discretionary, Healthcare, Information Technology, Telecoms, Media, and Communications","San Francisco, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",www.thcap.com,"https://www.linkedin.com/in/carlagers, https://www.linkedin.com/in/luis-gutierrez-roy-9323305, https://www.linkedin.com/in/jdolcet, https://www.linkedin.com/in/taryn-andersen",,"https://www.linkedin.com/in/carlagers, https://www.linkedin.com/in/luis-gutierrez-roy-9323305, https://www.linkedin.com/in/jdolcet, https://www.linkedin.com/in/taryn-andersen"
Telescope Partners,Information Technology,"San Francisco, CA",Growth,www.telescopepartners.com,,,https://www.linkedin.com/in/zack-bahm-227789b8
Telescopic Ventures,"Business Services, Clean Technology, Industrials, Information Technology","Oakland, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.telescopicventures.com/,,,"https://www.linkedin.com/in/mariah-faille-89b18321a,, https://www.linkedin.com/in/natalii-couillard-2a28a986,, https://www.linkedin.com/in/minna-deland-473849b4,, https://www.linkedin.com/in/ambre-urben-474810170,, https://www.linkedin.com/in/caterina-rametta-374662212,, https://www.linkedin.com/in/jeanina-bourgoin-a48822293"
Telluride Venture Fund,"Technology, Energy, Leisure, Diversified, Education / Training","Telluride, CO","Early Stage, Seed",http://www.tellurideventurefund.com,,,"https://www.linkedin.com/in/haj-khalsa,, https://www.linkedin.com/in/christopher-william-donahue-keegan,, https://www.linkedin.com/in/noah-lee-9a9401169,, https://www.linkedin.com/in/john-fay-b789bb50,, https://www.linkedin.com/in/bonnie-watson-57166076"
Tellus Partners,,"Saratoga Springs, UT",Early Stage,http://www.tellus.partners,,,"https://www.linkedin.com/in/kris-voigt-4606888,, https://www.linkedin.com/in/jared-levitt-5948b74,, https://www.linkedin.com/in/boabbay,, https://www.linkedin.com/in/jonathon-schrader-95b03b6,, https://www.linkedin.com/in/michael-rannazzisi,, https://www.linkedin.com/in/eric-b-91b7053,, https://www.linkedin.com/in/martincheski,, https://www.linkedin.com/in/doyleterry,, https://www.linkedin.com/in/charlierdillon,, https://www.linkedin.com/in/michaelbailey2022"
Ten Eleven Ventures,"IT, IT Security","Burlingame, CA","Early Stage, Start-up, Expansion / Late Stage, Growth",http://www.1011vc.com,,,"https://www.linkedin.com/in/adoll,, https://www.linkedin.com/in/megan-dubofsky,, https://www.linkedin.com/in/sidarth-subramanian,, https://www.linkedin.com/in/kaitidelaney,, https://www.linkedin.com/in/davepalmersecurity,, https://www.linkedin.com/in/mh1011"
Tensility VC,"Enterprise, Healthcare, Network Security","Chicago, IL","Seed Stage, Series A",http://www.tensilityvc.com/,,,
TenOneTen Ventures,"Consumer Discretionary, Healthcare, Information Technology, Real Estate, Telecoms, Media, and Communications","Los Angeles, CA","Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",www.tenoneten.net,"https://www.linkedin.com/in/dwaxman, https://www.linkedin.com/in/mingersoll, https://www.linkedin.com/in/epakravan",,"https://www.linkedin.com/in/dwaxman, https://www.linkedin.com/in/mingersoll, https://www.linkedin.com/in/epakravan"
Tenor Capital Management,N/A,N/A,N/A,N/A,,,
The Cove Fund,"Technology, Life Sciences","Irvine, CA",Seed,http://www.covefund.com,,,"https://www.linkedin.com/in/mike-benvenuti-43788a, https://www.linkedin.com/in/paul-voois, https://www.linkedin.com/in/j-c-ruffalo-73b101b"
The Design Accelerator,"Technology, Engineering, Digital Media","Pasadena, CA","Early Stage, Start-up",www.thedesignaccelerator.com,,,"https://www.linkedin.com/in/kenneth-kam-72a83636,, https://www.linkedin.com/in/pwennberg,, https://www.linkedin.com/in/thomtremblay,, https://www.linkedin.com/in/benjamin-mbugua-536410140,, https://www.linkedin.com/in/chandana-vemana,, https://www.linkedin.com/in/m-alhakam"
The Fabric,"Information Technology, Infrastructure","Mountain View, CA",Early Stage,www.thefabricnet.com/,,,"https://www.linkedin.com/in/anna-doherty-58b963102,, https://www.linkedin.com/in/braden-donayre-30539a13b,, https://www.linkedin.com/in/mgryze,, https://www.linkedin.com/in/rachely-caly-2a6312133,, https://www.linkedin.com/in/sherifabourayan,, https://www.linkedin.com/in/buddyarnheim"
